,movie,year,rating,genre,runtime_min,imdb,metascore,votes,n_imdb
509,The Return of the Living Dead,1985,R,"['Comedy', ' Horror', ' Sci-Fi']",91,7.3,66,62694,73.0
510,Thunder Force,2021,PG-13,"['Action', ' Adventure', ' Comedy']",106,4.5,34,42443,45.0
511,Knowing,2009,PG-13,"['Action', ' Mystery', ' Sci-Fi']",121,6.2,41,235844,62.0
512,Pacific Rim: Uprising,2018,PG-13,"['Action', ' Adventure', ' Fantasy']",111,5.6,44,118376,56.0
513,Mimic,1997,R,"['Horror', ' Sci-Fi']",105,6.0,55,52073,60.0
514,The Host,2006,R,"['Drama', ' Horror', ' Sci-Fi']",120,7.1,85,122923,71.0
515,G.I. Joe: Retaliation,2013,PG-13,"['Action', ' Adventure', ' Sci-Fi']",110,5.7,41,182352,57.0
516,Death Race 2000,1975,R,"['Action', ' Comedy', ' Sci-Fi']",80,6.2,58,28264,62.0
517,The Manchurian Candidate,2004,R,"['Drama', ' Mystery', ' Sci-Fi']",129,6.6,76,111657,66.0
518,Innerspace,1987,PG,"['Action', ' Adventure', ' Comedy']",120,6.8,66,60750,68.0
519,Coneheads,1993,PG,"['Comedy', ' Sci-Fi']",88,5.4,49,55016,54.0
520,It Comes at Night,2017,R,"['Drama', ' Horror', ' Mystery']",91,6.2,78,95014,62.0
521,Maze Runner: The Scorch Trials,2015,PG-13,"['Action', ' Adventure', ' Sci-Fi']",131,6.3,43,252094,63.0
522,Piranha 3DD,2012,R,"['Comedy', ' Horror', ' Sci-Fi']",83,3.8,24,43179,38.0
523,Star Trek: Insurrection,1998,PG,"['Action', ' Adventure', ' Sci-Fi']",103,6.4,64,75862,64.0
524,Scanners,1981,R,"['Horror', ' Sci-Fi', ' Thriller']",103,6.7,60,56529,67.0
525,Splinter,2008,R,"['Horror', ' Sci-Fi', ' Thriller']",82,6.1,58,38356,61.0
526,Awake,2021,TV-MA,"['Action', ' Adventure', ' Drama']",96,4.9,35,22215,49.0
527,Cocoon,1985,PG-13,"['Comedy', ' Drama', ' Sci-Fi']",117,6.7,65,64256,67.0
528,Slither,2006,R,"['Comedy', ' Horror', ' Sci-Fi']",95,6.5,69,83304,65.0
529,Disaster Movie,2008,PG-13,"['Comedy', ' Sci-Fi']",87,1.9,15,91898,19.0
530,Universal Soldier,1992,R,"['Action', ' Sci-Fi']",102,6.1,35,90697,61.0
531,Star Trek V: The Final Frontier,1989,PG,"['Action', ' Adventure', ' Fantasy']",107,5.5,43,60878,55.0
532,Fantastic Four: Rise of the Silver Surfer,2007,PG,"['Action', ' Adventure', ' Fantasy']",92,5.6,45,267088,56.0
533,Paprika,2006,R,"['Animation', ' Drama', ' Fantasy']",90,7.7,81,84358,77.0
534,Monsters vs. Aliens,2009,PG,"['Animation', ' Action', ' Adventure']",94,6.4,56,163761,64.0
535,Zardoz,1974,R,"['Adventure', ' Fantasy', ' Sci-Fi']",105,5.8,46,22933,58.0
536,The Void,2016,Not Rated,"['Horror', ' Mystery', ' Sci-Fi']",90,5.9,62,37074,59.0
537,Hardware,1990,R,"['Sci-Fi', ' Thriller']",94,5.9,41,15608,59.0
538,Extinction,2018,TV-MA,"['Action', ' Drama', ' Sci-Fi']",95,5.8,40,53580,58.0
539,Pi,1998,R,"['Drama', ' Horror', ' Mystery']",84,7.3,72,179506,73.0
540,A Wrinkle in Time,2018,PG,"['Adventure', ' Family', ' Fantasy']",109,4.2,53,45407,42.0
541,The Emoji Movie,2017,PG,"['Animation', ' Adventure', ' Comedy']",86,3.3,12,65084,33.0
542,Gemini Man,2019,PG-13,"['Action', ' Adventure', ' Sci-Fi']",117,5.7,38,114300,57.0
543,Hardcore Henry,2015,R,"['Action', ' Adventure', ' Sci-Fi']",96,6.7,51,96517,67.0
544,Hellboy II: The Golden Army,2008,PG-13,"['Action', ' Adventure', ' Fantasy']",120,7.0,78,273351,70.0
545,If I Stay,2014,PG-13,"['Drama', ' Fantasy', ' Music']",107,6.7,46,123966,67.0
546,I Origins,2014,R,"['Drama', ' Mystery', ' Romance']",106,7.3,57,126453,73.0
547,Level 16,2018,Not Rated,"['Drama', ' Mystery', ' Sci-Fi']",102,6.1,46,12593,61.0
548,Twilight Zone: The Movie,1983,PG,"['Horror', ' Sci-Fi']",101,6.4,44,38454,64.0
549,The Time Traveler's Wife,2009,PG-13,"['Comedy', ' Drama', ' Fantasy']",107,7.1,47,152203,71.0
550,*batteries not included,1987,PG,"['Comedy', ' Family', ' Fantasy']",106,6.6,54,35965,66.0
551,Titan A.E.,2000,PG,"['Animation', ' Action', ' Adventure']",94,6.6,48,61768,66.0
552,Death Race,2008,R,"['Action', ' Sci-Fi', ' Thriller']",105,6.4,43,210409,64.0
553,Wild Wild West,1999,PG-13,"['Action', ' Comedy', ' Sci-Fi']",106,4.9,38,161922,49.0
554,Godzilla,1998,PG-13,"['Action', ' Sci-Fi', ' Thriller']",139,5.4,32,194759,54.0
555,Teenage Mutant Ninja Turtles II: The Secret of the Ooze,1991,PG,"['Action', ' Adventure', ' Comedy']",88,6.0,45,56876,60.0
556,The Man Who Killed Hitler and Then the Bigfoot,2018,Not Rated,"['Adventure', ' Drama', ' Sci-Fi']",98,5.7,51,12552,57.0
557,Spy Kids 3: Game Over,2003,PG,"['Action', ' Adventure', ' Comedy']",84,4.3,57,61266,43.0
558,Buck Rogers in the 25th Century,1981,TV-14,"['Action', ' Adventure', ' Sci-Fi']",60,6.9,45,9502,69.0
559,Primer,2004,PG-13,"['Drama', ' Sci-Fi', ' Thriller']",77,6.8,68,107588,68.0
560,Osmosis Jones,2001,PG,"['Animation', ' Action', ' Adventure']",95,6.3,57,36576,63.0
561,Krull,1983,PG,"['Action', ' Adventure', ' Fantasy']",121,6.1,45,34028,61.0
562,Bedtime Stories,2008,PG,"['Adventure', ' Comedy', ' Family']",99,6.0,33,96156,60.0
563,Bicentennial Man,1999,PG,"['Drama', ' Sci-Fi']",132,6.9,42,118477,69.0
564,The Island of Dr. Moreau,1996,PG-13,"['Horror', ' Sci-Fi', ' Thriller']",96,4.5,37,33937,45.0
565,The Nutty Professor,1996,PG-13,"['Comedy', ' Romance', ' Sci-Fi']",95,5.7,62,118028,57.0
566,Barb Wire,1996,R,"['Action', ' Sci-Fi']",98,3.5,40,29321,35.0
567,The Silence,2019,PG-13,"['Drama', ' Horror', ' Sci-Fi']",90,5.3,25,46023,53.0
568,Star Trek: Generations,1994,PG,"['Action', ' Adventure', ' Mystery']",118,6.6,55,82731,66.0
569,Resident Evil: Apocalypse,2004,R,"['Action', ' Horror', ' Sci-Fi']",94,6.1,35,201021,61.0
570,Child's Play,2019,R,"['Drama', ' Horror', ' Sci-Fi']",90,5.7,48,52665,57.0
571,I'm Totally Fine,2022,,"['Comedy', ' Drama', ' Sci-Fi']",83,5.5,62,311,55.0
572,Frequency,2000,PG-13,"['Crime', ' Drama', ' Mystery']",118,7.4,67,109380,74.0
573,The Last Starfighter,1984,PG,"['Action', ' Adventure', ' Sci-Fi']",101,6.7,67,43090,67.0
574,Zapped!,1982,R,"['Comedy', ' Fantasy', ' Sci-Fi']",98,4.9,10,7098,49.0
575,Doom,2005,R,"['Action', ' Horror', ' Sci-Fi']",105,5.2,34,114519,52.0
576,Mad Max Beyond Thunderdome,1985,PG-13,"['Action', ' Adventure', ' Sci-Fi']",107,6.2,71,138110,62.0
577,Project Power,2020,R,"['Action', ' Crime', ' Sci-Fi']",113,6.0,51,89305,60.0
578,Freejack,1992,R,"['Action', ' Crime', ' Sci-Fi']",110,5.4,34,16499,54.0
579,Nausicaä of the Valley of the Wind,1984,PG,"['Animation', ' Adventure', ' Sci-Fi']",117,8.0,86,170072,80.0
580,The Relic,1997,R,"['Horror', ' Mystery', ' Sci-Fi']",110,5.8,55,28233,58.0
581,Kin,2018,PG-13,"['Action', ' Drama', ' Sci-Fi']",102,5.8,35,17430,58.0
582,Leviathan,1989,R,"['Adventure', ' Horror', ' Mystery']",98,5.8,51,21312,58.0
583,Jason X,2001,R,"['Action', ' Horror', ' Sci-Fi']",92,4.4,25,57437,44.0
584,The Saint,1997,PG-13,"['Action', ' Adventure', ' Romance']",116,6.2,50,69296,62.0
585,Cowboys & Aliens,2011,PG-13,"['Action', ' Sci-Fi', ' Thriller']",119,6.0,50,222490,60.0
586,The Adventures of Buckaroo Banzai Across the 8th Dimension,1984,PG,"['Adventure', ' Comedy', ' Sci-Fi']",103,6.2,70,26852,62.0
587,Surrogates,2009,PG-13,"['Action', ' Sci-Fi', ' Thriller']",89,6.3,45,175939,63.0
588,Oxygen,2021,TV-14,"['Drama', ' Fantasy', ' Sci-Fi']",100,6.5,67,39327,65.0
589,Repo Man,1984,R,"['Action', ' Comedy', ' Crime']",92,6.9,82,38119,69.0
590,Chicken Little,2005,G,"['Animation', ' Adventure', ' Comedy']",81,5.7,48,93824,57.0
591,Dragonball Evolution,2009,PG,"['Action', ' Adventure', ' Fantasy']",85,2.6,45,75157,26.0
592,King Kong,1933,Passed,"['Adventure', ' Horror', ' Sci-Fi']",100,7.9,90,86243,79.0
593,Heavy Metal,1981,R,"['Animation', ' Adventure', ' Fantasy']",86,6.6,51,35706,66.0
594,Airplane II: The Sequel,1982,PG,"['Comedy', ' Sci-Fi']",85,6.1,48,53474,61.0
595,Supergirl,1984,PG,"['Action', ' Adventure', ' Fantasy']",124,4.4,41,22458,44.0
596,Mute,2018,TV-MA,"['Mystery', ' Sci-Fi', ' Thriller']",126,5.4,35,35874,54.0
597,Batman: Mask of the Phantasm,1993,PG,"['Animation', ' Action', ' Adventure']",76,7.8,65,51844,78.0
598,Flatliners,2017,PG-13,"['Drama', ' Horror', ' Mystery']",109,5.2,27,47870,52.0
599,Starman,1984,PG,"['Romance', ' Sci-Fi']",115,7.0,70,48184,70.0
600,eXistenZ,1999,R,"['Horror', ' Mystery', ' Sci-Fi']",97,6.8,68,101532,68.0
601,Killer Klowns from Outer Space,1988,PG-13,"['Comedy', ' Horror', ' Sci-Fi']",88,6.2,43,39737,62.0
602,Dreamcatcher,2003,R,"['Drama', ' Horror', ' Sci-Fi']",134,5.5,35,93346,55.0
603,Frankenstein,1931,Passed,"['Drama', ' Horror', ' Sci-Fi']",70,7.8,91,74004,78.0
604,Self/less,2015,PG-13,"['Action', ' Mystery', ' Sci-Fi']",117,6.5,34,100108,65.0
605,Baby Geniuses,1999,PG,"['Comedy', ' Crime', ' Family']",97,2.5,6,26730,25.0
606,Superman II,1980,PG,"['Action', ' Adventure', ' Sci-Fi']",127,6.8,83,108410,68.0
607,Beneath the Planet of the Apes,1970,G,"['Action', ' Adventure', ' Sci-Fi']",95,6.0,46,47658,60.0
608,Anon,2018,TV-MA,"['Crime', ' Mystery', ' Sci-Fi']",100,6.1,54,45128,61.0
609,Take Shelter,2011,R,"['Drama', ' Horror', ' Sci-Fi']",120,7.3,85,101403,73.0
610,Tank Girl,1995,R,"['Action', ' Comedy', ' Sci-Fi']",104,5.3,46,32513,53.0
611,Evolution,2001,PG-13,"['Comedy', ' Sci-Fi']",101,6.1,40,129934,61.0
612,Rabid,1977,R,"['Horror', ' Sci-Fi']",91,6.3,56,19501,63.0
613,Shin Godzilla,2016,Not Rated,"['Action', ' Drama', ' Horror']",120,6.8,67,28528,68.0
614,Ice Age: Collision Course,2016,PG,"['Animation', ' Adventure', ' Comedy']",94,5.6,34,67713,56.0
615,Cell,2016,R,"['Action', ' Adventure', ' Horror']",98,4.4,38,28450,44.0
616,Spies in Disguise,2019,PG,"['Animation', ' Action', ' Adventure']",102,6.8,54,49919,68.0
617,Johnny Mnemonic,1995,R,"['Action', ' Drama', ' Sci-Fi']",96,5.6,36,72647,56.0
618,Cloudy with a Chance of Meatballs 2,2013,PG,"['Animation', ' Adventure', ' Comedy']",95,6.3,59,104505,63.0
619,Dragon Ball Super: Broly,2018,PG,"['Animation', ' Action', ' Adventure']",100,7.7,59,28227,77.0
620,Colossal,2016,R,"['Comedy', ' Drama', ' Fantasy']",109,6.2,70,65708,62.0
621,The Secret of NIMH,1982,G,"['Animation', ' Adventure', ' Drama']",82,7.5,76,41871,75.0
622,In the Tall Grass,2019,TV-MA,"['Horror', ' Mystery', ' Sci-Fi']",101,5.4,46,57293,54.0
623,Code 8,2019,Not Rated,"['Action', ' Crime', ' Drama']",98,6.1,48,40531,61.0
624,Flatliners,1990,R,"['Drama', ' Horror', ' Sci-Fi']",115,6.5,55,88098,65.0
625,Next,2007,PG-13,"['Action', ' Sci-Fi', ' Thriller']",96,6.2,42,159784,62.0
626,The Thirteenth Floor,1999,R,"['Mystery', ' Sci-Fi', ' Thriller']",100,7.0,36,72854,70.0
627,Memoria,2021,PG,"['Drama', ' Mystery', ' Sci-Fi']",136,6.5,91,8414,65.0
628,Thelma,2017,Not Rated,"['Drama', ' Fantasy', ' Horror']",116,7.0,74,33075,70.0
629,Automata,2014,R,"['Action', ' Drama', ' Sci-Fi']",109,6.0,37,57348,60.0
630,Darkman,1990,R,"['Action', ' Sci-Fi', ' Thriller']",96,6.4,65,65500,64.0
631,The Discovery,2017,TV-MA,"['Drama', ' Romance', ' Sci-Fi']",102,6.2,54,34836,62.0
632,The Host,2013,PG-13,"['Action', ' Adventure', ' Drama']",125,5.8,35,115733,58.0
633,The Fourth Kind,2009,PG-13,"['Horror', ' Mystery', ' Sci-Fi']",98,5.9,34,78715,59.0
634,Penguins of Madagascar,2014,PG,"['Animation', ' Adventure', ' Comedy']",92,6.6,53,92121,66.0
635,Night of the Comet,1984,PG-13,"['Comedy', ' Horror', ' Sci-Fi']",95,6.3,59,21497,63.0
636,RoboCop 3,1993,PG-13,"['Action', ' Crime', ' Sci-Fi']",104,4.1,40,51032,41.0
637,Wallace & Gromit: The Curse of the Were-Rabbit,2005,G,"['Animation', ' Adventure', ' Comedy']",85,7.5,87,137246,75.0
638,The Avengers,1998,PG-13,"['Action', ' Adventure', ' Sci-Fi']",89,3.8,12,44122,38.0
639,I'm Your Man,2021,R,"['Comedy', ' Drama', ' Romance']",108,7.1,78,9457,71.0
640,Another Earth,2011,PG-13,"['Drama', ' Romance', ' Sci-Fi']",92,6.9,66,96434,69.0
641,2010: The Year We Make Contact,1984,PG,"['Adventure', ' Mystery', ' Sci-Fi']",116,6.7,53,53996,67.0
642,Re-Animator,1985,Unrated,"['Comedy', ' Horror', ' Sci-Fi']",84,7.2,73,65878,72.0
643,Frankenweenie,2012,PG,"['Animation', ' Comedy', ' Drama']",87,6.9,74,109424,69.0
644,Superman III,1983,PG,"['Action', ' Adventure', ' Comedy']",125,5.0,44,71000,50.0
645,John Dies at the End,2012,R,"['Comedy', ' Fantasy', ' Horror']",99,6.3,53,38876,63.0
646,Zoom,2006,PG,"['Action', ' Adventure', ' Comedy']",83,4.3,26,21437,43.0
647,Resident Evil: The Final Chapter,2016,R,"['Action', ' Horror', ' Sci-Fi']",107,5.5,49,95121,55.0
648,The Man Who Fell to Earth,1976,R,"['Drama', ' Sci-Fi']",139,6.6,81,26902,66.0
649,After Earth,2013,PG-13,"['Action', ' Adventure', ' Sci-Fi']",100,4.8,33,202115,48.0
650,The Man with Two Brains,1983,R,"['Comedy', ' Romance', ' Sci-Fi']",93,6.4,61,26378,64.0
651,The War of the Worlds,1953,G,"['Action', ' Sci-Fi', ' Thriller']",85,7.0,78,36312,70.0
652,Archive,2020,TV-MA,"['Drama', ' Mystery', ' Sci-Fi']",109,6.3,67,22685,63.0
653,Criminal,2016,R,"['Action', ' Sci-Fi', ' Thriller']",113,6.3,36,67009,63.0
654,Artemis Fowl,2020,PG,"['Adventure', ' Family', ' Fantasy']",95,4.2,31,28630,42.0
655,The Dead Zone,1983,R,"['Drama', ' Horror', ' Sci-Fi']",103,7.2,69,71231,72.0
656,Mr. Peabody & Sherman,2014,PG,"['Animation', ' Adventure', ' Comedy']",92,6.8,59,71426,68.0
657,Eight Legged Freaks,2002,PG-13,"['Action', ' Adventure', ' Comedy']",99,5.5,53,57908,55.0
658,THX 1138,1971,R,"['Drama', ' Sci-Fi', ' Thriller']",86,6.7,75,52096,67.0
659,Spy Kids 2: Island of Lost Dreams,2002,PG,"['Action', ' Adventure', ' Comedy']",100,5.2,66,68491,52.0
660,Halloween III: Season of the Witch,1982,R,"['Horror', ' Mystery', ' Sci-Fi']",98,5.1,50,55794,51.0
661,Maximum Overdrive,1986,R,"['Action', ' Comedy', ' Horror']",98,5.4,24,33245,54.0
662,The Watch,2012,R,"['Comedy', ' Sci-Fi']",102,5.7,36,128730,57.0
663,A Scanner Darkly,2006,R,"['Animation', ' Comedy', ' Crime']",100,7.0,73,112783,70.0
664,Push,2009,PG-13,"['Action', ' Sci-Fi', ' Thriller']",111,6.1,36,112093,61.0
665,The Purge: Election Year,2016,R,"['Action', ' Horror', ' Sci-Fi']",108,6.0,55,102574,60.0
666,The Toxic Avenger,1984,R,"['Action', ' Comedy', ' Horror']",82,6.2,42,29358,62.0
667,Equals,2015,PG-13,"['Drama', ' Romance', ' Sci-Fi']",101,6.0,43,31084,60.0
668,Left Behind,2014,PG-13,"['Action', ' Fantasy', ' Sci-Fi']",110,3.1,12,40241,31.0
669,Bliss,2021,R,"['Drama', ' Romance', ' Sci-Fi']",103,5.3,40,18143,53.0
670,The Boys from Brazil,1978,R,"['Drama', ' Mystery', ' Sci-Fi']",125,7.0,40,28513,70.0
671,Alligator,1980,R,"['Horror', ' Sci-Fi', ' Thriller']",91,6.1,62,13642,61.0
672,Piranha,1978,R,"['Comedy', ' Horror', ' Sci-Fi']",94,5.9,71,22401,59.0
673,Mortal Kombat: Annihilation,1997,PG-13,"['Action', ' Adventure', ' Fantasy']",95,3.6,11,55285,36.0
674,The Final Countdown,1980,PG,"['Action', ' Adventure', ' Sci-Fi']",103,6.6,51,24372,66.0
675,The Titan,2018,TV-MA,"['Drama', ' Mystery', ' Romance']",97,4.8,33,31736,48.0
676,Scoob!,2020,PG,"['Animation', ' Adventure', ' Comedy']",93,5.6,43,27188,56.0
677,The Time Machine,1960,G,"['Adventure', ' Romance', ' Sci-Fi']",103,7.5,67,41918,75.0
678,2046,2004,R,"['Drama', ' Romance', ' Sci-Fi']",129,7.4,78,58265,74.0
679,Spring,2014,Not Rated,"['Horror', ' Romance', ' Sci-Fi']",109,6.7,70,28918,67.0
680,Daybreakers,2009,R,"['Action', ' Horror', ' Sci-Fi']",98,6.4,57,129951,64.0
681,Sky Captain and the World of Tomorrow,2004,PG,"['Action', ' Adventure', ' Mystery']",106,6.1,64,85304,61.0
682,Critters,1986,PG-13,"['Comedy', ' Horror', ' Sci-Fi']",86,6.1,52,36249,61.0
683,Phantasm,1979,R,"['Horror', ' Sci-Fi']",89,6.6,72,37864,66.0
684,The Stepford Wives,1975,PG,"['Horror', ' Mystery', ' Sci-Fi']",115,6.9,54,18156,69.0
685,Apollo 10½: A Space Age Childhood,2022,PG-13,"['Animation', ' Adventure', ' Drama']",97,7.2,79,8251,72.0
686,Evangelion: 3.0+1.01 Thrice Upon a Time,2021,TV-MA,"['Animation', ' Action', ' Drama']",154,8.0,84,10709,80.0
687,Aliens vs. Predator: Requiem,2007,R,"['Action', ' Adventure', ' Horror']",94,4.6,29,127147,46.0
688,Invasion of the Body Snatchers,1956,Approved,"['Drama', ' Horror', ' Sci-Fi']",80,7.7,92,50791,77.0
689,Virtuosity,1995,R,"['Action', ' Crime', ' Sci-Fi']",106,5.5,39,30570,55.0
690,High-Rise,2015,R,"['Drama', ' Sci-Fi']",119,5.5,65,43036,55.0
691,Battle Los Angeles,2011,PG-13,"['Action', ' Adventure', ' Sci-Fi']",116,5.7,37,181078,57.0
692,Gamer,2009,R,"['Action', ' Sci-Fi', ' Thriller']",95,5.7,27,135611,57.0
693,The Ice Pirates,1984,PG,"['Action', ' Adventure', ' Comedy']",91,5.6,44,11114,56.0
694,The Untamed,2016,Not Rated,"['Drama', ' Horror', ' Mystery']",98,6.1,72,5949,61.0
695,The Jacket,2005,R,"['Drama', ' Fantasy', ' Mystery']",103,7.1,44,114439,71.0
696,Altered States,1980,R,"['Horror', ' Sci-Fi', ' Thriller']",102,6.9,58,35986,69.0
697,Creature from the Black Lagoon,1954,G,"['Horror', ' Sci-Fi']",79,6.9,68,31231,69.0
698,Womb,2010,Not Rated,"['Drama', ' Romance', ' Sci-Fi']",111,6.3,48,14508,63.0
699,The Purge: Anarchy,2014,R,"['Action', ' Horror', ' Sci-Fi']",103,6.4,50,153567,64.0
700,The Black Hole,1979,PG,"['Action', ' Sci-Fi']",98,5.9,52,26117,59.0
701,Swan Song,2021,R,"['Drama', ' Romance', ' Sci-Fi']",112,6.8,66,14376,68.0
702,Underworld: Awakening,2012,R,"['Action', ' Fantasy', ' Horror']",88,6.3,39,155471,63.0
703,Perfect Sense,2011,R,"['Drama', ' Romance', ' Sci-Fi']",92,7.0,55,60709,70.0
704,Congo,1995,PG-13,"['Action', ' Adventure', ' Mystery']",109,5.2,22,46227,52.0
705,Flubber,1997,PG,"['Comedy', ' Family', ' Sci-Fi']",93,5.3,37,90458,53.0
706,Zone 414,2021,R,"['Sci-Fi', ' Thriller']",98,5.0,36,4521,50.0
707,SpaceCamp,1986,PG,"['Adventure', ' Family', ' Sci-Fi']",107,5.7,40,15226,57.0
708,Beyond the Black Rainbow,2010,R,"['Horror', ' Sci-Fi', ' Thriller']",110,5.9,49,15582,59.0
709,Enemy Mine,1985,PG-13,"['Action', ' Adventure', ' Drama']",108,6.8,59,48598,68.0
710,Piranha II: The Spawning,1981,R,"['Horror', ' Sci-Fi', ' Thriller']",94,3.7,15,8952,37.0
711,Little Joe,2019,Not Rated,"['Drama', ' Horror', ' Mystery']",105,5.8,60,8211,58.0
712,Attack the Block,2011,R,"['Action', ' Adventure', ' Comedy']",88,6.6,75,107604,66.0
713,Timeline,2003,PG-13,"['Action', ' Adventure', ' Sci-Fi']",116,5.6,28,63690,56.0
714,Black Box,2020,Not Rated,"['Horror', ' Mystery', ' Sci-Fi']",100,6.2,62,15106,62.0
715,TMNT,2007,PG,"['Animation', ' Action', ' Adventure']",87,6.2,41,65276,62.0
716,Resident Evil: Extinction,2007,R,"['Action', ' Horror', ' Sci-Fi']",94,6.2,41,197083,62.0
717,G-Force,2009,PG,"['Animation', ' Action', ' Adventure']",88,5.1,41,47172,51.0
718,Fantastic Planet,1973,PG,"['Animation', ' Sci-Fi']",72,7.7,73,32091,77.0
719,Repo Men,2010,R,"['Action', ' Sci-Fi', ' Thriller']",111,6.3,32,107548,63.0
720,Cosmic Sin,2021,R,"['Action', ' Sci-Fi']",88,2.5,9,13665,25.0
721,Resident Evil: Retribution,2012,R,"['Action', ' Horror', ' Sci-Fi']",95,5.3,39,143779,53.0
722,The Signal,2014,PG-13,"['Drama', ' Mystery', ' Sci-Fi']",97,6.0,54,66469,60.0
723,The Vast of Night,2019,PG-13,"['Drama', ' Mystery', ' Sci-Fi']",91,6.7,84,40031,67.0
724,Repo! The Genetic Opera,2008,R,"['Horror', ' Musical', ' Sci-Fi']",98,6.4,32,25302,64.0
725,The Cave,2005,PG-13,"['Adventure', ' Horror', ' Sci-Fi']",97,5.1,30,39392,51.0
726,The X Files: I Want to Believe,2008,PG-13,"['Crime', ' Drama', ' Horror']",104,5.9,47,91904,59.0
727,The House with a Clock in Its Walls,2018,PG,"['Comedy', ' Family', ' Fantasy']",105,6.0,57,52341,60.0
728,The X Files,1998,PG-13,"['Drama', ' Mystery', ' Sci-Fi']",121,7.0,60,106471,70.0
729,IO,2019,TV-14,"['Adventure', ' Drama', ' Sci-Fi']",96,4.7,40,34685,47.0
730,Timecrimes,2007,R,"['Horror', ' Mystery', ' Sci-Fi']",92,7.1,68,64641,71.0
731,Freaks,2018,R,"['Drama', ' Mystery', ' Sci-Fi']",105,6.7,63,36029,67.0
732,From Beyond,1986,R,"['Horror', ' Sci-Fi']",85,6.6,60,26959,66.0
733,The Space Between Us,2017,PG-13,"['Drama', ' Romance', ' Sci-Fi']",120,6.4,33,53516,64.0
734,"I, Frankenstein",2014,PG-13,"['Action', ' Fantasy', ' Sci-Fi']",92,5.1,30,81685,51.0
735,Escape from Tomorrow,2013,Not Rated,"['Drama', ' Fantasy', ' Horror']",90,5.1,58,9776,51.0
736,The Lazarus Effect,2015,PG-13,"['Horror', ' Mystery', ' Sci-Fi']",83,5.2,31,44241,52.0
737,Bubble Boy,2001,PG-13,"['Adventure', ' Comedy', ' Romance']",84,5.7,41,33717,57.0
738,Race to Witch Mountain,2009,PG,"['Action', ' Adventure', ' Family']",98,5.7,52,60406,57.0
739,Inspector Gadget,1999,PG,"['Action', ' Adventure', ' Comedy']",78,4.1,36,48725,41.0
740,Hot Tub Time Machine 2,2015,R,"['Comedy', ' Mystery', ' Sci-Fi']",93,5.0,29,39606,50.0
741,Dark Skies,2013,PG-13,"['Horror', ' Sci-Fi', ' Thriller']",97,6.3,50,76672,63.0
742,Absolutely Anything,2015,R,"['Comedy', ' Sci-Fi']",85,6.0,31,43398,60.0
743,The Flintstones in Viva Rock Vegas,2000,PG,"['Comedy', ' Family', ' Romance']",90,3.7,27,23939,37.0
744,Books of Blood,2020,TV-MA,"['Drama', ' Horror', ' Mystery']",107,5.6,42,8031,56.0
745,Silent Running,1972,G,"['Drama', ' Sci-Fi']",89,6.6,67,29623,66.0
746,The 6th Day,2000,PG-13,"['Action', ' Mystery', ' Sci-Fi']",123,5.9,49,123383,59.0
747,A Christmas Horror Story,2015,Not Rated,"['Fantasy', ' Horror', ' Mystery']",99,5.8,49,10788,58.0
748,Seeking a Friend for the End of the World,2012,R,"['Adventure', ' Comedy', ' Drama']",101,6.7,59,115158,67.0
749,K-PAX,2001,PG-13,"['Drama', ' Mystery', ' Sci-Fi']",120,7.4,49,185241,74.0
750,Village of the Damned,1995,R,"['Horror', ' Sci-Fi', ' Thriller']",98,5.6,41,32416,56.0
751,Swamp Thing,1982,PG,"['Horror', ' Sci-Fi']",91,5.3,50,14793,53.0
752,Midnight Special,2016,PG-13,"['Drama', ' Mystery', ' Sci-Fi']",112,6.6,76,81310,66.0
753,"20,000 Leagues Under the Sea",1954,G,"['Adventure', ' Drama', ' Family']",127,7.2,83,34413,72.0
754,The Double,2013,R,"['Comedy', ' Drama', ' Mystery']",93,6.5,68,50957,65.0
755,Spy Kids 4: All the Time in the World,2011,PG,"['Action', ' Adventure', ' Comedy']",89,3.5,37,25934,35.0
756,Dark Star,1974,G,"['Comedy', ' Sci-Fi']",83,6.2,66,25126,62.0
757,Outlander,2008,R,"['Action', ' Adventure', ' Sci-Fi']",115,6.2,40,76137,62.0
758,Battle for the Planet of the Apes,1973,G,"['Action', ' Sci-Fi']",93,5.4,40,31523,54.0
759,Rise of the Teenage Mutant Ninja Turtles: The Movie,2022,TV-Y7,"['Animation', ' Action', ' Adventure']",82,5.9,61,4814,59.0
760,Moonshot,2022,PG-13,"['Comedy', ' Romance', ' Sci-Fi']",104,5.6,58,5235,56.0
761,The Lawnmower Man,1992,R,"['Horror', ' Sci-Fi']",108,5.4,42,36643,54.0
762,2067,2020,Not Rated,"['Mystery', ' Sci-Fi']",114,4.9,39,10029,49.0
763,The Darkest Minds,2018,PG-13,"['Action', ' Adventure', ' Drama']",104,5.7,39,32751,57.0
764,Captain Underpants: The First Epic Movie,2017,PG,"['Animation', ' Action', ' Adventure']",89,6.2,69,29077,62.0
765,The First Purge,2018,R,"['Action', ' Horror', ' Sci-Fi']",97,5.2,54,64799,52.0
766,Captive State,2019,PG-13,"['Action', ' Horror', ' Sci-Fi']",109,6.0,54,54842,60.0
767,Priest,2011,PG-13,"['Action', ' Fantasy', ' Horror']",87,5.7,41,120702,57.0
768,V/H/S/2,2013,R,"['Horror', ' Sci-Fi']",96,6.0,49,40871,60.0
